,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_mean,Atomic Number_mad,Atomic Volume_wtavg,Atomic Weight_wtavg,Boiling Temperature_wtavg,Periodic Table Column_mean,Periodic Table Column_mad,Covalent Radius_wtavg,Density_wtavg,Dipole Polarizability_wtavg,Electron Affinity_wtavg,Electronegativity_wtavg,Fusion Enthalpy_wtavg,GS Bandgap_wtavg,GS Energy_wtavg,Heat Capacity (Mass)_wtavg,Heat Capacity (Molar)_wtavg,Heat Fusion_wtavg,First Ionization Energy_wtavg,Second Ionization Energy_wtavg,Third Ionization Energy_wtavg,Fourth Ionization Energy_wtavg,Fifth Ionization Energy_wtavg,Sixth Ionization Energy_wtavg,Seventh Ionization Energy_wtavg,Eighth Ionization Energy_wtavg,IsAlkali_mean,IsAlkali_mad,IsDBlock_mean,IsDBlock_mad,IsFBlock_mean,IsFBlock_mad,IsMetal_mean,IsMetal_mad,IsMetalloid_mean,IsMetalloid_mad,IsNonmetal_mean,IsNonmetal_mad,Melting Temperature_wtavg,Mendeleev Number_mean,Mendeleev Number_mad,Number d-shell Unfilled Electrons_mean,Number d-shell Unfilled Electrons_mad,Number d-shell Valance Electrons_mean,Number d-shell Valance Electrons_mad,Number f-shell Unfilled Electrons_mean,Number f-shell Unfilled Electrons_mad,Number f-shell Valance Electrons_mean,Number f-shell Valance Electrons_mad,Number p-shell Unfilled Electrons_mean,Number p-shell Unfilled Electrons_mad,Number p-shell Valance Electrons_mean,Number p-shell Valance Electrons_mad,Number s-shell Unfilled Electrons_mean,Number s-shell Unfilled Electrons_mad,Number s-shell Valance Electrons_mean,Number s-shell Valance Electrons_mad,Number Unfilled Electrons_mean,Number Unfilled Electrons_mad,Number Valence Electrons_mean,Number Valence Electrons_mad,Polarizability_wtavg,Periodic Table Row_mean,Periodic Table Row_mad,Zunger Pseudopotential (d)_mean,Zunger Pseudopotential (d)_mad,Zunger Pseudopotential (p)_mean,Zunger Pseudopotential (p)_mad,Zunger Pseudopotential (pi)_mean,Zunger Pseudopotential (pi)_mad,Zunger Pseudopotential (s)_mean,Zunger Pseudopotential (s)_mad,Zunger Pseudopotential (sigma)_mean,Zunger Pseudopotential (sigma)_mad,phi_mean,phi_mad,Conductivity_wtavg,Measured Conversion,Element Dictionary,kmeans
15_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,2092.910448,1.005633803,0.00367598,3.0,3.0,30.666666666666668,8.88888888888889,60.1692463325,52.245975,1803.3125,6.666666666666667,3.7777777777777772,187.875,3518.875,34.606875,62.693749999999994,1.14625,9.836875000000001,0.0,-2.7771895053750004,0.6364375,28.238750000000003,9.836875000000001,5.118489975,28.133275,41.9951875,49.26875,66.9825,80.98750000000001,96.8575,126.535,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,826.0706250000001,41.0,25.333333333333332,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.3333333333333333,6.666666666666667,3.7777777777777772,34.606875,4.333333333333333,0.44444444444444436,0.33499999999999996,0.10000000000000002,1.5899999999999999,0.3733333333333333,0.40166666666666667,0.13888888888888887,1.1883333333333332,0.23444444444444443,2.778333333333333,0.6077777777777776,4.033333333333334,1.1888888888888889,123.875,0.961526288,"dict_items([('Ru', 3), ('Cu', 1.0), ('K', 12)])",1
27_350_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,2308.775,0.86,0.010044638,3.0,1.0,44.0,0.0,13.56787441,101.07,4423.0,8.0,0.0,146.0,12370.0,9.6,101.3,2.2,38.59,0.0,-9.19463357,0.23800000000000002,24.06,38.59,7.3605,16.76,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2607.0,56.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,9.6,5.0,0.0,0.45,0.0,1.46,0.0,0.315,0.0,1.145,0.0,2.605,0.0,5.4,0.0,117.0,0.8276896340000001,"dict_items([('Ru', 4)])",0
15_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2092.910448,1.005633803,0.007114199999999999,8.0,3.0,30.666666666666668,8.88888888888889,60.1692463325,52.245975,1803.3125,6.666666666666667,3.7777777777777772,187.875,3518.875,34.606875,62.693749999999994,1.14625,9.836875000000001,0.0,-2.7771895053750004,0.6364375,28.238750000000003,9.836875000000001,5.118489975,28.133275,41.9951875,49.26875,66.9825,80.98750000000001,96.8575,126.535,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,826.0706250000001,41.0,25.333333333333332,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.3333333333333333,6.666666666666667,3.7777777777777772,34.606875,4.333333333333333,0.44444444444444436,0.33499999999999996,0.10000000000000002,1.5899999999999999,0.3733333333333333,0.40166666666666667,0.13888888888888887,1.1883333333333332,0.23444444444444443,2.778333333333333,0.6077777777777776,4.033333333333334,1.1888888888888889,123.875,0.09766241699999999,"dict_items([('Ru', 3), ('Cu', 1.0), ('K', 12)])",1
60_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,2320.496084,1.017094017,0.004392821,3.0,3.0,45.0,18.0,61.90927400875,69.107475,1964.6875,4.333333333333333,2.444444444444444,194.1875,3910.75,36.06,42.631249999999994,0.9962500000000001,9.263125,0.0,-3.2642505081874997,0.609625,28.528125000000003,9.263125,4.995229350000001,27.5825,40.502625,51.931875,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,885.21,34.666666666666664,21.11111111111111,3.6666666666666665,2.888888888888889,3.0,2.6666666666666665,0.0,0.0,4.666666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.333333333333333,2.444444444444444,9.0,6.0,36.06,5.0,0.6666666666666666,0.4833333333333334,0.0977777777777778,1.7400000000000002,0.2733333333333334,0.4116666666666666,0.1322222222222222,1.3283333333333334,0.1411111111111111,3.0683333333333334,0.4144444444444444,3.75,1.1,88.5,0.343093298,"dict_items([('Ru', 1), ('Hf', 3.0), ('K', 12)])",1
51_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,12.0,300.0,1909.9646460000001,1.2126592859999998,0.012289353000000001,3.0,3.0,45.666666666666664,18.88888888888889,60.707403364375004,70.1106,2143.1875,5.0,2.6666666666666665,191.75,5024.5,35.10375,57.36874999999999,1.195,13.971250000000001,0.0,-3.8275944991250004,0.607375,28.254375000000003,13.971250000000001,5.19003435,27.78875,36.133875,45.6825,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1108.1475,36.666666666666664,22.444444444444446,3.0,2.0,3.6666666666666665,2.4444444444444446,0.0,0.0,4.666666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.6666666666666665,1.777777777777778,9.666666666666666,6.888888888888888,35.10375,5.0,0.6666666666666666,0.47000000000000003,0.08,1.7083333333333333,0.29444444444444445,0.4066666666666667,0.13555555555555557,1.3016666666666667,0.15888888888888894,3.01,0.4533333333333333,4.1499999999999995,1.2666666666666668,84.1875,0.288939823,"dict_items([('Ru', 1), ('W', 3.0), ('K', 12)])",1
86_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,350.0,2111.275,0.93,0.016272951,3.0,3.0,35.0,10.666666666666666,60.5194928975,53.952475,1940.875,5.0,2.6666666666666665,189.75,3473.25,35.2225,57.949999999999996,1.1600000000000001,11.26,0.0,-3.3282474522500003,0.628875,28.215000000000003,11.26,5.062113725000001,27.8375,41.304500000000004,51.482499999999995,68.80624999999999,83.15345,103.878,134.10999999999999,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,940.2725,36.333333333333336,22.222222222222218,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6666666666666665,1.777777777777778,5.0,2.6666666666666665,35.2225,4.666666666666667,0.44444444444444436,0.4366666666666667,0.04444444444444443,1.7033333333333331,0.2977777777777777,0.40166666666666667,0.13888888888888887,1.3016666666666667,0.15888888888888894,3.0050000000000003,0.4566666666666667,4.1000000000000005,1.2333333333333334,108.75,0.028624902999999997,"dict_items([('Ru', 2), ('Mo', 2.0), ('K', 12)])",1
73_400_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,400.0,1963.090452,1.0899898890000002,0.0,3.0,3.0,33.666666666666664,9.777777777777779,62.887570635625,53.750600000000006,1706.75,3.6666666666666665,2.888888888888889,191.8125,3125.75,35.819375,55.608124999999994,1.086875,9.451250000000002,0.0,-2.652324429125,0.6315,28.385625000000005,9.451250000000002,4.99151935,27.55438125,42.37325,49.245,66.47,80.22500000000001,94.795,123.80375,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,806.835,22.333333333333332,22.444444444444443,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,35.819375,4.666666666666667,0.44444444444444436,0.4843333333333333,0.0991111111111111,1.8,0.2333333333333333,0.43166666666666664,0.11888888888888888,1.3683333333333334,0.14888888888888885,3.168333333333333,0.37555555555555564,3.35,1.366666666666667,101.025,1.0,"dict_items([('Ru', 3), ('Sr', 1.0), ('K', 12)])",1
113_350_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,350.0,2156.7,0.858058608,0.0023495070000000002,6.0,2.0,36.0,8.0,12.254579425,79.8817,3804.5,9.0,1.0,135.0,10639.0,8.2,106.65,2.055,28.035000000000004,0.0,-7.37047907,0.341,25.064999999999998,28.035000000000004,7.50015,17.46442,31.83,27.45,38.03,54.0,66.5,81.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2167.5,58.5,2.5,2.5,0.5,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,3.0,1.0,9.0,1.0,8.2,4.5,0.5,0.3225,0.1275,1.3399999999999999,0.12,0.2875,0.027499999999999997,1.0525,0.09250000000000003,2.3925,0.2124999999999999,5.300000000000001,0.10000000000000009,103.95,0.003544518,"dict_items([('Ru', 2), ('Ni', 2.0)])",0
59_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2234.988453,1.020408163,0.004969793,3.0,3.0,45.0,18.0,61.36547171,64.268725,1936.375,4.333333333333333,2.444444444444444,192.375,3852.0,35.6475,48.9625,1.0525,9.975000000000001,0.0,-3.216771397875,0.6154999999999999,28.423750000000002,9.975000000000001,5.028693725,27.6925,40.82575,49.848749999999995,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,891.5225,34.666666666666664,21.11111111111111,3.6666666666666665,2.888888888888889,3.0,2.6666666666666665,0.0,0.0,4.666666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.333333333333333,2.444444444444444,9.0,6.0,35.6475,5.0,0.6666666666666666,0.4833333333333334,0.0977777777777778,1.7400000000000002,0.2733333333333334,0.4116666666666666,0.1322222222222222,1.3283333333333334,0.1411111111111111,3.0683333333333334,0.4144444444444444,3.75,1.1,94.375,0.7993198579999999,"dict_items([('Ru', 2), ('Hf', 2.0), ('K', 12)])",1
120_450_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,2.0,450.0,2165.170512,1.05032022,0.009740912,3.0,2.0,61.0,17.0,14.46416896,148.077,4260.5,9.0,1.0,141.0,16730.0,8.05,153.3,2.24,30.3825,0.0,-7.611571625,0.1855,24.96,30.3825,8.15965,17.6615,14.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2324.2,59.5,3.5,2.0,1.0,8.0,1.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,16.0,8.0,8.05,5.5,0.5,0.48,0.03,1.46,0.0,0.2675,0.0475,1.1925,0.04749999999999999,2.6525,0.0475000000000001,5.525,0.125,94.3,0.917281625,"dict_items([('Ru', 2), ('Pt', 2.0)])",0
113_250_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,2156.7,0.858058608,0.0,3.0,2.0,36.0,8.0,12.254579425,79.8817,3804.5,9.0,1.0,135.0,10639.0,8.2,106.65,2.055,28.035000000000004,0.0,-7.37047907,0.341,25.064999999999998,28.035000000000004,7.50015,17.46442,31.83,27.45,38.03,54.0,66.5,81.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2167.5,58.5,2.5,2.5,0.5,7.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,3.0,1.0,9.0,1.0,8.2,4.5,0.5,0.3225,0.1275,1.3399999999999999,0.12,0.2875,0.027499999999999997,1.0525,0.09250000000000003,2.3925,0.2124999999999999,5.300000000000001,0.10000000000000009,103.95,0.0,"dict_items([('Ru', 2), ('Ni', 2.0)])",0
25_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,300.0,1975.0,0.95721393,0.023392044,5.0,1.0,44.0,0.0,13.56787441,101.07,4423.0,8.0,0.0,146.0,12370.0,9.6,101.3,2.2,38.59,0.0,-9.19463357,0.23800000000000002,24.06,38.59,7.3605,16.76,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2607.0,56.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,9.6,5.0,0.0,0.45,0.0,1.46,0.0,0.315,0.0,1.145,0.0,2.605,0.0,5.4,0.0,117.0,0.390151824,"dict_items([('Ru', 4)])",0
108_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,300.0,2268.817734,1.054888508,0.016420089,3.0,3.0,37.333333333333336,12.222222222222221,62.624389065625,57.168975,1490.125,7.333333333333333,4.222222222222222,188.0,2785.75,34.831875,48.05,1.08625,4.7801875,0.0,-1.897844750375,0.6263124999999999,28.7175,4.7801875,4.800471225000001,28.30818125,41.3895,55.8075,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,495.913125,44.666666666666664,27.777777777777782,1.0,1.3333333333333333,5.666666666666667,3.7777777777777772,0.0,0.0,0.0,0.0,1.6666666666666667,2.2222222222222223,0.3333333333333333,0.4444444444444444,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,3.3333333333333335,1.5555555555555554,7.333333333333333,4.222222222222222,34.831875,4.666666666666667,0.44444444444444436,0.39333333333333337,0.0377777777777778,1.5733333333333335,0.3844444444444444,0.365,0.16333333333333333,1.2083333333333333,0.22111111111111112,2.7816666666666663,0.6055555555555555,3.85,1.0666666666666667,99.525,0.212177537,"dict_items([('Ru', 1), ('In', 3.0), ('K', 12)])",1
85_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,250.0,2271.25,0.98,0.0037112720000000003,4.0,3.0,35.0,10.666666666666666,60.398680005,54.27185,1910.3125,5.0,2.6666666666666665,189.25,3603.875,35.0225,59.787499999999994,1.1625,11.329375,0.0,-3.2250303147499997,0.6280625,28.215000000000003,11.329375,5.0788681,27.875,41.38825,48.582499999999996,65.40062499999999,78.85172500000002,96.024,125.13499999999999,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,922.21,36.333333333333336,22.222222222222218,2.6666666666666665,1.777777777777778,4.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.6666666666666665,1.777777777777778,5.0,2.6666666666666665,35.0225,4.666666666666667,0.44444444444444436,0.4366666666666667,0.04444444444444443,1.7033333333333331,0.2977777777777777,0.40166666666666667,0.13888888888888887,1.3016666666666667,0.15888888888888894,3.0050000000000003,0.4566666666666667,4.1000000000000005,1.2333333333333334,107.4375,0.10671627300000001,"dict_items([('Ru', 3), ('Mo', 1.0), ('K', 12)])",1
59_250_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,2234.988453,1.020408163,0.007179835999999999,3.0,3.0,45.0,18.0,61.36547171,64.268725,1936.375,4.333333333333333,2.444444444444444,192.375,3852.0,35.6475,48.9625,1.0525,9.975000000000001,0.0,-3.216771397875,0.6154999999999999,28.423750000000002,9.975000000000001,5.028693725,27.6925,40.82575,49.848749999999995,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,891.5225,34.666666666666664,21.11111111111111,3.6666666666666665,2.888888888888889,3.0,2.6666666666666665,0.0,0.0,4.666666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,4.333333333333333,2.444444444444444,9.0,6.0,35.6475,5.0,0.6666666666666666,0.4833333333333334,0.0977777777777778,1.7400000000000002,0.2733333333333334,0.4116666666666666,0.1322222222222222,1.3283333333333334,0.1411111111111111,3.0683333333333334,0.4144444444444444,3.75,1.1,94.375,0.26864661,"dict_items([('Ru', 2), ('Hf', 2.0), ('K', 12)])",1
124_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,300.0,2333.992095,1.083827265,0.00261685,3.0,2.0,29.0,10.0,65.13920173,51.55018750000001,1678.5,2.0,1.0,199.75,1760.0,38.0975,43.699999999999996,0.9199999999999999,4.59875,0.0,-2.4393047285,0.64225,28.832500000000003,4.59875,4.809822475000001,26.7785,39.484500000000004,60.83175,81.245,97.80000000000001,117.17,148.41,0.5,0.5,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,702.1475,7.5,4.5,4.5,4.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.5,0.5,5.0,4.0,2.0,1.0,38.0975,4.5,0.5,0.475,0.10499999999999998,1.885,0.2649999999999999,0.45499999999999996,0.155,1.4300000000000002,0.10999999999999999,3.315,0.375,2.725,0.4750000000000001,81.175,0.20772391899999998,"dict_items([('Y', 4), ('K', 12.0)])",1
28_250_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,250.0,2431.225,0.9,0.006199895,4.0,1.0,44.0,0.0,13.56787441,101.07,4423.0,8.0,0.0,146.0,12370.0,9.6,101.3,2.2,38.59,0.0,-9.19463357,0.23800000000000002,24.06,38.59,7.3605,16.76,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2607.0,56.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,8.0,0.0,9.6,5.0,0.0,0.45,0.0,1.46,0.0,0.315,0.0,1.145,0.0,2.605,0.0,5.4,0.0,117.0,0.05090752,"dict_items([('Ru', 4)])",0
33_400_1,0.01,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,400.0,2259.4,1.048951049,0.0,3.0,3.0,25.0,12.666666666666666,60.881268280625,49.7934125,1688.5,3.6666666666666665,2.888888888888889,188.4375,3070.0,34.895416666875,55.293749999999996,1.109375,9.516875,0.0,-2.6435405985000004,0.6763125,28.2655625,9.516875,5.1134809125,27.804704375,44.70160625,52.511593749999996,70.824375,86.22250000000001,102.23375,132.7825,0.6666666666666666,0.4444444444444445,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,798.8975,42.333333333333336,26.222222222222218,1.0,1.3333333333333333,2.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,1.6666666666666667,1.5555555555555556,3.6666666666666665,2.888888888888889,34.895416666875,4.0,0.6666666666666666,0.41000000000000003,0.04000000000000001,1.58,0.38000000000000006,0.385,0.15,1.195,0.23,2.775,0.61,3.7000000000000006,1.1333333333333335,108.5625,1.0,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",1
90_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,10.0,350.0,2540.703518,0.93,0.008447457,3.0,3.0,46.666666666666664,20.22222222222222,60.38674387375001,71.6812875,1931.875,6.0,3.3333333333333335,187.8125,5645.125,34.4475,70.94375,1.165,11.873125,0.0,-3.05691527975,0.6071875,28.410000000000004,11.873125,5.3968449750000005,24.77,36.133875,45.6825,61.995,74.55000000000001,88.17,116.16,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,928.8975,39.666666666666664,24.444444444444446,2.0,1.3333333333333333,4.666666666666667,3.1111111111111107,0.0,0.0,4.666666666666667,6.222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,2.6666666666666665,1.1111111111111112,10.666666666666666,8.222222222222221,34.4475,5.0,0.6666666666666666,0.4486666666666667,0.05244444444444444,1.6926666666666665,0.30488888888888876,0.41100000000000003,0.13266666666666668,1.2816666666666665,0.1722222222222222,2.9743333333333335,0.4771111111111111,4.3999999999999995,1.4333333333333336,111.75,0.168319722,"dict_items([('Ru', 1), ('Ir', 3.0), ('K', 12)])",1
41_350_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,350.0,2276.708543,1.046207498,0.027980334,6.0,3.0,30.333333333333332,9.11111111111111,59.949543366250005,49.29415,1725.125,6.333333333333333,3.555555555555556,186.0,3301.75,34.4725,62.9625,1.1287500000000001,8.760000000000002,0.0,-2.6657745522500003,0.653,28.466250000000002,8.760000000000002,5.130534975,28.088605,42.312,52.544999999999995,71.5025,88.05000000000001,104.795,136.41,0.3333333333333333,0.4444444444444445,0.6666666666666666,0.4444444444444445,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,794.2725,40.0,24.666666666666668,1.6666666666666667,1.111111111111111,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.4444444444444445,1.3333333333333333,0.4444444444444444,2.3333333333333335,1.1111111111111112,6.333333333333333,3.555555555555556,34.4725,4.333333333333333,0.44444444444444436,0.3383333333333334,0.09555555555555555,1.61,0.36000000000000004,0.395,0.14333333333333334,1.215,0.2166666666666667,2.8249999999999997,0.5766666666666665,4.283333333333334,1.3555555555555554,102.8625,0.740110479,"dict_items([('Ru', 2), ('Ni', 2.0), ('K', 12)])",1
