,ID,Ele1,Wt1,Ele2,Wt2,Ele3,Wt3,Reactor,NH3,Space Velocity,Temperature,Concentration,Standard Error,nAveraged,Groups
1612,90,Ru,1.0,Ir,3.0,K,12.0,10.0,5.0,2539.0,350,0.13605168481040897,0.025033083559784942,2,77.0
1479,90,Ru,1.0,Ir,3.0,K,12.0,10.0,0.93,2540.70351758794,400,0.33242160090181944,0.01957299927685479,3,77.0
1482,90,Ru,1.0,Ir,3.0,K,12.0,10.0,0.93,2540.70351758794,450,0.8102473831824942,0.007632464437391878,3,77.0
1485,91,Ru,3.0,Re,1.0,K,12.0,11.0,0.97,2911.15,250,0.06487833141605356,0.002175688353198924,4,75.0
1489,91,Ru,3.0,Re,1.0,K,12.0,11.0,0.97,2911.15,300,0.09031861754693965,0.009607462082914957,2,75.0
1491,91,Ru,3.0,Re,1.0,K,12.0,11.0,0.97,2911.15,350,0.19778814469552441,0.013021204592322687,3,75.0
1614,91,Ru,3.0,Re,1.0,K,12.0,11.0,5.0,846.0,350,0.10614883344422138,0.007456479412340849,3,75.0
1617,91,Ru,3.0,Re,1.0,K,12.0,11.0,5.0,1410.0,350,0.03417363815035467,0.017466164106314623,3,75.0
1620,91,Ru,3.0,Re,1.0,K,12.0,11.0,5.0,1975.0,350,0.0,0.0,3,75.0
1623,91,Ru,3.0,Re,1.0,K,12.0,11.0,5.0,2539.0,350,0.180476665227404,0.008570522064844072,2,75.0
1494,91,Ru,3.0,Re,1.0,K,12.0,11.0,0.97,2911.15,400,0.43722939880970485,0.010172883443166818,3,75.0
1497,91,Ru,3.0,Re,1.0,K,12.0,11.0,0.97,2911.15,450,0.9281738554801029,0.003243649993669392,3,75.0
1500,93,Ru,1.0,Re,3.0,K,12.0,14.0,1.01,2442.7114427860697,250,0.042815456611469294,0.010540008267587159,4,75.0
1504,93,Ru,1.0,Re,3.0,K,12.0,14.0,1.01,2442.7114427860697,300,0.11500350379071335,0.01857546066004799,2,75.0
1506,93,Ru,1.0,Re,3.0,K,12.0,14.0,1.01,2442.7114427860697,350,0.2796358555733472,0.007026552175140645,3,75.0
1625,93,Ru,1.0,Re,3.0,K,12.0,14.0,5.0,846.0,350,0.3444827144948633,0.018417756475521463,3,75.0
1628,93,Ru,1.0,Re,3.0,K,12.0,14.0,5.0,1410.0,350,0.240130684159942,0.006796865082415342,3,75.0
1631,93,Ru,1.0,Re,3.0,K,12.0,14.0,5.0,1975.0,350,0.17718213551742604,0.011637149045558565,3,75.0
1634,93,Ru,1.0,Re,3.0,K,12.0,14.0,5.0,2539.0,350,0.025996782306693066,0.003666339631821013,2,75.0
1509,93,Ru,1.0,Re,3.0,K,12.0,14.0,1.01,2442.7114427860697,400,0.7104351260096099,0.02494875779369333,3,75.0
1512,93,Ru,1.0,Re,3.0,K,12.0,14.0,1.01,2442.7114427860697,450,0.955257920343851,0.017684720003178913,3,75.0
877,106,Ru,3.0,In,1.0,K,12.0,11.0,1.0372771474878453,2401.1330049261082,250,0.18581971846486303,0.003637839019929952,3,49.0
869,106,Ru,3.0,In,1.0,K,12.0,11.0,1.0372771474878453,2401.1330049261082,300,0.24010788194125046,0.03239459150033349,3,49.0
871,106,Ru,3.0,In,1.0,K,12.0,11.0,1.0372771474878453,2401.1330049261082,350,0.5592552839484904,0.03212336542881293,6,49.0
874,106,Ru,3.0,In,1.0,K,12.0,11.0,1.0372771474878453,2401.1330049261082,400,0.9464830559415729,0.012063025640157102,3,49.0
892,107,Ru,2.0,In,2.0,K,12.0,12.0,1.0470275066548356,2192.9310344827586,250,0.12934626303218152,0.011785867369929558,3,49.0
884,107,Ru,2.0,In,2.0,K,12.0,12.0,1.0470275066548356,2192.9310344827586,300,0.13431116599184023,0.01683912066854009,3,49.0
886,107,Ru,2.0,In,2.0,K,12.0,12.0,1.0470275066548356,2192.9310344827586,350,0.11724946535436874,0.011853968711978862,6,49.0
889,107,Ru,2.0,In,2.0,K,12.0,12.0,1.0470275066548356,2192.9310344827586,400,0.16071291695768786,0.012191898506365638,5,49.0
901,107,Ru,2.0,In,2.0,K,12.0,12.0,1.0470275066548356,2192.9310344827586,450,0.2330985679484645,,1,49.0
910,108,Ru,1.0,In,3.0,K,12.0,13.0,1.0548885077186962,2268.817733990148,250,0.17790611400163936,0.011713691379763304,3,49.0
902,108,Ru,1.0,In,3.0,K,12.0,13.0,1.0548885077186962,2268.817733990148,300,0.21217753660350577,0.01642008851999064,3,49.0
904,108,Ru,1.0,In,3.0,K,12.0,13.0,1.0548885077186962,2268.817733990148,350,0.21912049996013547,0.008854031755879095,6,49.0
907,108,Ru,1.0,In,3.0,K,12.0,13.0,1.0548885077186962,2268.817733990148,400,0.22051077018743306,0.010649588244080983,5,49.0
919,108,Ru,1.0,In,3.0,K,12.0,13.0,1.0548885077186962,2268.817733990148,450,0.3088244899551619,,1,49.0
715,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1.1764705882352902,2182.375,250,0.31322450307221483,0.006695902338173133,3,26.0
707,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1.1764705882352902,2182.375,300,0.34286425887329547,0.004861445955335221,3,26.0
709,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1.1764705882352902,2182.375,350,0.4484941216637801,0.005749231906958982,6,26.0
712,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1.1764705882352902,2182.375,400,0.7727624133224813,0.00760344770717097,5,26.0
724,112,Ru,2.0,Fe,2.0,--,0.0,0.0,1.1764705882352902,2182.375,450,1.0,,1,26.0
733,113,Ru,2.0,Ni,2.0,--,0.0,1.0,0.8580586080586085,2156.7000000000007,250,0.0,0.0,3,28.0
725,113,Ru,2.0,Ni,2.0,--,0.0,1.0,0.8580586080586085,2156.7000000000007,300,0.0,0.0,3,28.0
727,113,Ru,2.0,Ni,2.0,--,0.0,1.0,0.8580586080586085,2156.7000000000007,350,0.003544518229580905,0.0023495072670823647,6,28.0
730,113,Ru,2.0,Ni,2.0,--,0.0,1.0,0.8580586080586085,2156.7000000000007,400,0.2520417991413971,0.005432433403232524,5,28.0
742,113,Ru,2.0,Ni,2.0,--,0.0,1.0,0.8580586080586085,2156.7000000000007,450,0.7206804886975559,,1,28.0
751,114,Ru,2.0,Co,2.0,--,0.0,3.0,1.0295358649789033,2305.7881773399013,250,0.10290135942252494,0.0035830996836597787,3,27.0
743,114,Ru,2.0,Co,2.0,--,0.0,3.0,1.0295358649789033,2305.7881773399013,300,0.17428020328952631,0.01785926468195449,3,27.0
745,114,Ru,2.0,Co,2.0,--,0.0,3.0,1.0295358649789033,2305.7881773399013,350,0.2950751790339145,0.009330021957573627,6,27.0
748,114,Ru,2.0,Co,2.0,--,0.0,3.0,1.0295358649789033,2305.7881773399013,400,0.6160902002572957,0.00880659689546446,5,27.0
760,114,Ru,2.0,Co,2.0,--,0.0,3.0,1.0295358649789033,2305.7881773399013,450,0.9751509406658464,,1,27.0
769,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1.0559371933267914,1973.063725490196,250,0.17325562585966126,0.00806907212457296,3,25.0
761,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1.0559371933267914,1973.063725490196,300,0.23522145000881825,0.03475509706555944,3,25.0
763,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1.0559371933267914,1973.063725490196,350,0.5643948215140385,0.006453380023581865,6,25.0
766,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1.0559371933267914,1973.063725490196,400,0.9752681672759429,0.007659996910749538,5,25.0
778,115,Ru,2.0,Mn,2.0,--,0.0,4.0,1.0559371933267914,1973.063725490196,450,1.0,,1,25.0
787,116,Ru,2.0,Os,2.0,--,0.0,5.0,1.0312499999999991,1832.8,250,0.1747839202802548,0.002940092608597273,3,76.0
779,116,Ru,2.0,Os,2.0,--,0.0,5.0,1.0312499999999991,1832.8,300,0.28933447024201203,0.022349377310384732,3,76.0
781,116,Ru,2.0,Os,2.0,--,0.0,5.0,1.0312499999999991,1832.8,350,0.6242222469047771,0.0133806421038924,6,76.0
784,116,Ru,2.0,Os,2.0,--,0.0,5.0,1.0312499999999991,1832.8,400,0.9475737872175968,0.004323721552051663,5,76.0
796,116,Ru,2.0,Os,2.0,--,0.0,5.0,1.0312499999999991,1832.8,450,0.972911757125607,,1,76.0
805,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1.0362647325475969,2178.425,250,0.18225357723774302,0.008023650410652611,3,30.0
797,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1.0362647325475969,2178.425,300,0.2235368775967135,0.012090694713682067,3,30.0
799,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1.0362647325475969,2178.425,350,0.2838367460265627,0.006411949592118431,6,30.0
802,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1.0362647325475969,2178.425,400,0.41739173713992905,0.0043263271356870255,5,30.0
814,117,Ru,2.0,Zn,2.0,--,0.0,6.0,1.0362647325475969,2178.425,450,0.6589094115177319,,1,30.0
823,118,Ru,2.0,Mo,2.0,--,0.0,7.0,0.9570200573065898,2047.351485148515,250,0.0,0.0,3,42.0
815,118,Ru,2.0,Mo,2.0,--,0.0,7.0,0.9570200573065898,2047.351485148515,300,0.07652084226991454,0.015993278312961153,3,42.0
817,118,Ru,2.0,Mo,2.0,--,0.0,7.0,0.9570200573065898,2047.351485148515,350,0.39382414252958636,0.008944717162970477,6,42.0
820,118,Ru,2.0,Mo,2.0,--,0.0,7.0,0.9570200573065898,2047.351485148515,400,0.8148721273482913,0.009016150340250493,5,42.0
832,118,Ru,2.0,Mo,2.0,--,0.0,7.0,0.9570200573065898,2047.351485148515,450,0.871887690244913,,1,42.0
841,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1.035958904109589,2283.960396039604,250,0.182052654007728,0.006324737969658455,3,45.0
833,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1.035958904109589,2283.960396039604,300,0.27166802354328295,0.006907851082588908,3,45.0
835,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1.035958904109589,2283.960396039604,350,0.459414868887522,0.008379996435637338,6,45.0
838,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1.035958904109589,2283.960396039604,400,0.8438982326018983,0.00567515765853152,5,45.0
850,119,Ru,2.0,Rh,2.0,--,0.0,9.0,1.035958904109589,2283.960396039604,450,1.0,,1,45.0
965,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1.0503202195791403,2165.170511534604,250,0.045411998996910764,0.006475413457582745,3,78.0
968,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1.0503202195791403,2165.170511534604,300,0.1209866416467736,0.00782785664147629,3,78.0
971,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1.0503202195791403,2165.170511534604,350,0.39408605440141314,0.006672321746464532,3,78.0
974,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1.0503202195791403,2165.170511534604,400,0.8296953697357345,0.0046785419283827435,3,78.0
977,120,Ru,2.0,Pt,2.0,--,0.0,2.0,1.0503202195791403,2165.170511534604,450,0.9172816254998684,0.009740912471688712,3,78.0
980,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1.198712791633145,2465.6505800231,250,0.2186151196369339,0.003882248818764286,3,72.0
983,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1.198712791633145,2465.6505800231,300,0.2681810448064463,0.004364559783990379,3,72.0
986,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1.198712791633145,2465.6505800231,350,0.5578553647518335,0.003641635147831968,3,72.0
989,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1.198712791633145,2465.6505800231,400,0.9530562449533057,0.008891781444873166,3,72.0
992,121,Ru,2.0,Hf,2.0,--,0.0,3.0,1.198712791633145,2465.6505800231,450,0.9633449182622668,0.0023252282632428424,3,72.0
995,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1.1379310344827585,1961.76900216592,250,0.2235856253795916,0.003308503804200326,3,77.0
998,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1.1379310344827585,1961.76900216592,300,0.3412047246093068,0.002858065295847171,3,77.0
1001,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1.1379310344827585,1961.76900216592,350,0.6746792730010279,0.011987953706003151,3,77.0
1004,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1.1379310344827585,1961.76900216592,400,1.0,0.0,3,77.0
1007,122,Ru,2.0,Ir,2.0,--,0.0,4.0,1.1379310344827585,1961.76900216592,450,1.0,0.0,3,77.0
1010,123,Ru,2.0,Y,2.0,--,0.0,5.0,1.1228260869565216,1829.3480996727922,250,0.1355362237322355,0.01268225982288673,3,39.0
1013,123,Ru,2.0,Y,2.0,--,0.0,5.0,1.1228260869565216,1829.3480996727922,300,0.17700541762145386,0.009239516903203536,3,39.0
1016,123,Ru,2.0,Y,2.0,--,0.0,5.0,1.1228260869565216,1829.3480996727922,350,0.538983775135728,0.010132495838065943,3,39.0
1019,123,Ru,2.0,Y,2.0,--,0.0,5.0,1.1228260869565216,1829.3480996727922,400,0.8234465256366915,0.002353175175326096,3,39.0
1022,123,Ru,2.0,Y,2.0,--,0.0,5.0,1.1228260869565216,1829.3480996727922,450,0.8621471941695869,0.013716122750488752,3,39.0
1025,124,Y,4.0,K,12.0,--,0.0,6.0,1.0838272650296361,2333.99209486166,250,0.21436464798200908,0.0012267414301995023,3,19.0
1028,124,Y,4.0,K,12.0,--,0.0,6.0,1.0838272650296361,2333.99209486166,300,0.20772391904939405,0.0026168501814347062,3,19.0
1031,124,Y,4.0,K,12.0,--,0.0,6.0,1.0838272650296361,2333.99209486166,350,0.24029293615425018,0.008355331543479472,3,19.0
1034,124,Y,4.0,K,12.0,--,0.0,6.0,1.0838272650296361,2333.99209486166,400,0.27685736261303723,0.01216644370569395,3,19.0
1037,124,Y,4.0,K,12.0,--,0.0,6.0,1.0838272650296361,2333.99209486166,450,0.42903788468817433,0.010283271797304335,3,19.0
1040,125,Y,4.0,-,0.0,--,0.0,7.0,0.8574277168494512,1990.779357821215,250,0.038227974917644326,0.005313708183235727,3,
1043,125,Y,4.0,-,0.0,--,0.0,7.0,0.8574277168494512,1990.779357821215,300,0.03941360197267007,0.004274149247370883,3,
1046,125,Y,4.0,-,0.0,--,0.0,7.0,0.8574277168494512,1990.779357821215,350,0.06005670702894437,0.0195243832146474,3,
1049,125,Y,4.0,-,0.0,--,0.0,7.0,0.8574277168494512,1990.779357821215,400,0.053954600451491246,0.006713311650239347,3,
1052,125,Y,4.0,-,0.0,--,0.0,7.0,0.8574277168494512,1990.779357821215,450,0.09174558666547712,0.012677417489138526,3,
1055,126,Ru,1.0,Y,3.0,--,0.0,9.0,1.0017730496453898,2232.9357522301293,250,0.1838583166459202,0.006440180073967094,3,39.0
1058,126,Ru,1.0,Y,3.0,--,0.0,9.0,1.0017730496453898,2232.9357522301293,300,0.2877445529597433,0.0036947232757976512,3,39.0
1061,126,Ru,1.0,Y,3.0,--,0.0,9.0,1.0017730496453898,2232.9357522301293,350,0.6950880917519253,0.01184423180995181,3,39.0
1064,126,Ru,1.0,Y,3.0,--,0.0,9.0,1.0017730496453898,2232.9357522301293,400,1.0,0.0,3,39.0
1067,126,Ru,1.0,Y,3.0,--,0.0,9.0,1.0017730496453898,2232.9357522301293,450,1.0,0.0,3,39.0
