,16 2TH,18 2TH,22 2TH,26 2TH,28 2TH,36 2TH,41 2TH,46 2TH,51 2TH,Atomic Number_wt-mad,Atomic Number_wt-mean,Atomic Volume_wt-mad,Atomic Volume_wt-mean,Atomic Weight_wt-mad,Atomic Weight_wt-mean,Bi Loading,Boiling Temperature_wt-mad,Boiling Temperature_wt-mean,Ca Loading,Co Loading,Conductivity_wt-mad,Conductivity_wt-mean,Covalent Radius_wt-mad,Covalent Radius_wt-mean,Cr Loading,Cu Loading,Density_wt-mad,Density_wt-mean,Dipole Polarizability_wt-mad,Dipole Polarizability_wt-mean,Eighth Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Electron Affinity_wt-mad,Electron Affinity_wt-mean,Electronegativity_wt-mad,Electronegativity_wt-mean,Element Dictionary,Fe Loading,Fifth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,First Ionization Energy_wt-mad,First Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fusion Enthalpy_wt-mad,Fusion Enthalpy_wt-mean,GS Bandgap_wt-mad,GS Bandgap_wt-mean,GS Energy_wt-mad,GS Energy_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Fusion_wt-mad,Heat Fusion_wt-mean,Hf Loading,In Loading,Ir Loading,IsAlkali_wt-mad,IsAlkali_wt-mean,IsDBlock_wt-mad,IsDBlock_wt-mean,IsFBlock_wt-mad,IsFBlock_wt-mean,IsMetal_wt-mad,IsMetal_wt-mean,IsMetalloid_wt-mad,IsMetalloid_wt-mean,IsNonmetal_wt-mad,IsNonmetal_wt-mean,K Loading,Measured Conversion,Melting Temperature_wt-mad,Melting Temperature_wt-mean,Mendeleev Number_wt-mad,Mendeleev Number_wt-mean,Mg Loading,Mn Loading,Mo Loading,Ni Loading,Number Unfilled Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Valence Electrons_wt-mad,Number Valence Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Os Loading,Pd Loading,Periodic Table Column_wt-mad,Periodic Table Column_wt-mean,Periodic Table Row_wt-mad,Periodic Table Row_wt-mean,Polarizability_wt-mad,Polarizability_wt-mean,Pt Loading,Re Loading,Rh Loading,Ru Loading,Sc Loading,Second Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sr Loading,Third Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,W Loading,XRD 2TH 11.10,XRD 2TH 12.79,XRD 2TH 16.19,XRD 2TH 17.50,XRD 2TH 18.15,XRD 2TH 18.94,XRD 2TH 19.60,XRD 2TH 21.84,XRD 2TH 26.74,XRD 2TH 28.61,XRD 2TH 32.10,XRD 2TH 33.59,XRD 2TH 34.26,XRD 2TH 35.35,XRD 2TH 36.03,XRD 2TH 37.12,XRD 2TH 38.49,XRD 2TH 40.14,XRD 2TH 40.83,XRD 2TH 46.27,XRD 2TH 50.54,XRD 2TH 53.42,Y Loading,Zn Loading,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,ammonia_concentration,n_averaged,n_elements,phi_wt-mad,phi_wt-mean,reactor_number,space_velocity,standard error,temperature,predictions
45_300_0,0.0,0.0,0.0,0.0,0.1816783123678185,0.3173467716011373,0.2807302945553332,1.9522422076175587,0.3291750108539446,623.5,21.5,2030.2180744338377,60.00131643625001,2907.4389648075003,45.389868750000005,0.0,4486290.854166666,1602.4375,0.0,0.0,10773.625,102.28125,30489.833333333332,187.4375,0.03,0.0,18695139.416666668,2753.875,755.9249749999999,35.1975,25602.846337499996,150.79125,3901.041666666666,54.6875,1.65945,1.06375,"dict_items([('Ru', 1), ('Cr', 3.0), ('K', 12)])",0.0,5705.926125,75.01875,30.68249621384579,4.984249350000001,3021.4214999999995,54.9,167.2104010416667,8.100625,0.0,0.0,-20.986695258262,-3.180141234125,0.32095908333333334,0.6668125,720.86173125,28.081875000000004,167.2104010416667,8.100625,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.244143542,1407408.0733499997,824.085,537.75,14.9375,0.0,0.0,0.0,0.0,7.791666666666667,2.125,11.875,2.375,3.0,1.125,5.5,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.875,2.375,17.604166666666664,4.0625,755.9249749999999,35.1975,0.0,0.0,0.0,0.01,0.0,602.5021126347915,27.86106875,16414.9547625,118.20375,8698.28159981344,91.54404375000001,0.0,1471.1598165000003,41.938875,0.0,0.029840831906520437,0.009592897771214257,0.06289123576732944,0.10343886617119448,0.11626317969218215,0.13369343329441366,0.14159949110756928,0.08817039736207731,0.012146008916851487,0.4569895542195494,0.002449979542329964,0.0015753119141679447,0.002079562833946167,0.047705181965791835,0.017127794446288275,0.03139188119660126,0.021802622320186253,0.027275177170170903,0.33101401794997776,0.07680810306283857,0.03947610817305023,0.022726800829294472,0.0,0.0,0.12572499999999998,0.3525,3.2546375,1.9606249999999998,0.21782031250000003,0.5334375,1.7863630208333334,1.4271875,9.864180729166666,3.3878125,0.9649280579999999,3.0,3.0,11.877187500000002,2.896875,9.0,2153.137255,0.015857146000000003,300.0,0.35662189835000035
44_300_0,0.185802110531224,0.0,0.0,0.0,0.3663897870694832,0.28318447261447943,0.3372284443944125,1.9183997537458664,0.2613120536762281,659.75,22.75,2033.337218116939,60.093499995,3103.9026429150003,48.456987500000004,0.0,4745085.041666666,1694.875,0.0,0.0,10908.583333333332,103.5625,30561.0,187.875,0.02,0.0,20914184.833333336,3080.75,753.2403916666665,35.0725,23642.833024999996,139.2475,4065.9999999999995,57.0,1.7121000000000004,1.0975000000000001,"dict_items([('Ru', 2), ('Cr', 2.0), ('K', 12)])",0.0,5375.7306499999995,70.6775,30.91102982350135,5.021373725,2852.3264624999997,51.8275,189.90333333333336,9.200000000000001,0.0,0.0,-20.85838720897301,-3.1606985485,0.3146115,0.653625,722.0008375,28.126250000000002,189.90333333333336,9.200000000000001,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.352000575,1452986.142308333,850.7725,553.5,15.375,0.0,0.0,0.0,0.0,7.333333333333333,2.0,12.5,2.5,2.6666666666666665,1.0,6.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,12.5,2.5,17.875,4.125,753.2403916666665,35.0725,0.0,0.0,0.0,0.02,0.0,602.8728502287499,27.8782125,15024.692475,108.1925,8160.038032375626,85.87936250000001,0.0,1465.7006990000002,41.78325,0.0,0.0040619651389243545,-0.002018941365899253,0.05368960609333786,0.09382521363818404,0.11672065629550098,0.13097636526145,0.13593578387443375,0.08565459043488757,0.008170930430596798,0.4267329168605472,0.0011853217324837642,-0.0018949973842015675,-0.0007598964187309036,0.11831983932830073,0.01892955799235978,0.02854520988262928,0.020215833457849497,0.02804432248847568,0.12635678837213649,0.07623576488175443,0.03754014017008092,0.02685638506317045,0.0,0.0,0.13018333333333332,0.365,3.263975,1.9662499999999998,0.21820312500000003,0.534375,1.7922302083333332,1.431875,9.894207291666666,3.3981250000000003,1.00752587,5.0,3.0,12.069375000000003,2.94375,6.0,2109.974874,0.01169539,300.0,0.36326014429500014
76_300_0,0.0,0.0,0.507807406614635,0.0,0.3794889186730508,0.8045043975861574,0.3713928676568585,1.8519073209624752,0.29649045212526914,1347.4583333333333,27.6875,2566.5782347644745,61.64759115437501,7138.4179108125,61.335625,0.01,4176189.166666666,1718.125,0.0,0.0,7527.0353562499995,99.30562499999999,31290.291666666664,188.875,0.0,0.0,27397270.25,3572.625,607.6648083333332,34.2475,17990.8608,116.16,4897.798124999999,60.99374999999999,1.9383000000000004,1.15375,"dict_items([('Ru', 3), ('Bi', 1.0), ('K', 12)])",0.0,4540.768349999999,65.495,32.21995608417298,5.090934975,2576.3226937499994,48.513749999999995,167.90403700000002,9.681000000000001,0.0,0.0,-13.293432335477029,-2.7955044791250003,0.23084666666666667,0.62,747.0962916666667,28.306250000000002,167.90403700000002,9.681000000000001,0.0,0.0,0.0,0.25,0.75,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.251493649,901321.8045166668,775.2349999999999,876.0416666666667,18.125,0.0,0.0,0.0,0.0,4.5,1.6875,51.45833333333333,4.0625,0.5625,0.5625,10.979166666666668,1.9375,0.0,0.0,4.083333333333334,0.875,0.1875,0.1875,0.1875,0.1875,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,25.5,3.1875,21.5625,4.3125,607.6648083333332,34.2475,0.0,0.0,0.0,0.03,0.0,605.5588228958334,27.9089375,10365.2652,88.17,7514.452187500001,80.06875000000001,0.0,1374.0803065000002,41.290125,0.0,-0.0015691217981108755,0.0188299953095948,0.05969358284660345,0.07824112849952702,0.10478988976946184,0.121573526070034,0.1216015025970172,0.08114571838467008,0.01694758613361065,0.3613114563890675,0.013484452657119388,0.0011248608620414331,0.008510511465230509,0.0593663924403475,0.04739333325806504,0.03100747064870892,0.02041213618740999,0.025893447821709305,0.18785718871247328,0.1050229180258558,0.08191528404708212,0.047393017502481684,0.0,0.0,0.16322549999999997,0.38925,3.0521158124999994,1.9535624999999999,0.18984591666666664,0.526375,1.7150036458333333,1.4271875,9.344393,3.38075,1.0316139770000001,4.0,3.0,11.640208333333334,2.959375,9.0,2362.139303,0.023283046,300.0,0.23109541252500004
25_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,44.0,184.08721600553284,13.56787441,10215.1449,101.07,0.0,19562929.0,4423.0,0.0,0.0,13689.0,117.0,21316.0,146.0,0.0,0.0,153016900.0,12370.0,92.16,9.6,0.0,0.0,10261.689999999999,101.3,4.840000000000001,2.2,"dict_items([('Ru', 4)])",0.0,0.0,0.0,54.17696025,7.3605,0.0,0.0,1489.1881000000003,38.59,0.0,0.0,-84.54128648657095,-9.19463357,0.05664400000000001,0.23800000000000002,578.8835999999999,24.06,1489.1881000000003,38.59,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.390151824,6796449.0,2607.0,3136.0,56.0,0.0,0.0,0.0,0.0,16.0,4.0,64.0,8.0,9.0,3.0,49.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,64.0,8.0,25.0,5.0,92.16,9.6,0.0,0.0,0.0,0.04,0.0,280.89760000000007,16.76,0.0,0.0,0.0,0.0,0.0,810.5409,28.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2025,0.45,2.1315999999999997,1.46,0.09922500000000001,0.315,1.311025,1.145,6.7860249999999995,2.605,0.95721393,5.0,1.0,29.160000000000004,5.4,9.0,1975.0,0.023392044,300.0,0.1877407707800001
56_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.5833333333334,22.25,2821.2804740895986,63.949031223750005,2821.8895091725,46.967225,0.0,3717786.0,1546.5,0.02,0.0,16346.9375,116.625,33687.5,192.5,0.0,0.0,11732144.0,2382.0,964.7359101333412,36.83916666625,20327.3889,134.565,2496.9260375,49.25875,1.3601,1.0150000000000001,"dict_items([('Ru', 2), ('Ca', 2.0), ('K', 12)])",0.0,6064.35585,72.5575,29.332500477089468,4.939704975,3466.7082124999997,54.091249999999995,126.0120875,7.6425,0.0,0.0,-9.041754161906006,-2.216025176625,0.37129724999999997,0.678375,754.7325383750001,28.448625000000003,126.0120875,7.6425,0.0,0.0,0.0,0.5833333333333334,0.875,0.041666666666666664,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.6971633009999999,970864.6360583333,717.6475,222.75,10.125,0.0,0.0,0.0,0.0,2.0833333333333335,1.25,7.333333333333333,2.0,0.375,0.375,2.041666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,7.333333333333333,2.0,17.875,4.125,964.7359101333412,36.83916666625,0.0,0.0,0.0,0.02,0.0,548.4110798065999,27.301465,12736.0866,104.07000000000001,9175.273275000001,88.14750000000001,0.0,1847.6820971587501,44.2773875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14548333333333335,0.37625,3.535483333333332,2.005,0.23210312500000005,0.541875,1.953271875,1.463125,10.745407291666666,3.468125,1.072858287,3.0,3.0,9.11625,2.68125,14.0,1934.7254899999998,0.022414884,300.0,0.6281098637299998
33_300_0,0.0,0.4434608883048945,0.0,0.0,0.5176592448679074,0.4427304898515061,0.4731366841625047,1.7485479016611831,0.0,581.25,23.25,2285.8487521203547,60.881268280625,2729.8956240454168,49.7934125,0.0,3837397.666666666,1688.5,0.0,0.0,13588.40625,108.5625,30778.125,188.4375,0.0,0.0,15313160.0,3070.0,739.7440606913372,34.895416666875,27940.093649999995,132.7825,2759.158125,55.293749999999996,1.6011979166666668,1.109375,"dict_items([('Ru', 3), ('Mg', 1.0), ('K', 12)])",0.0,7929.851146874999,70.824375,32.97751730452832,5.1134809125,4468.093361101563,52.511593749999996,156.7270697916667,9.516875,0.0,0.0,-10.428279128611637,-2.6435405985000004,0.454932875,0.6763125,739.8887858541666,28.2655625,156.7270697916667,9.516875,0.0,0.0,0.0,0.5416666666666666,0.8125,0.0625,0.1875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.8140625579999999,1029653.7168916665,798.8975,719.6666666666667,17.0,0.01,0.0,0.0,0.0,2.5,1.5,8.708333333333332,2.375,0.5625,0.5625,3.0625,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.9375,1.4166666666666665,1.0625,0.0,0.0,8.708333333333332,2.375,16.5,4.125,739.7440606913372,34.895416666875,0.0,0.0,0.0,0.03,0.0,587.8402940848521,27.804704375,17511.619037500004,102.23375,12336.7153,86.22250000000001,0.0,2300.9362088810417,44.70160625,0.0,0.015401387819898943,0.016955057835497573,0.061016829187450036,0.10837929577449062,0.1425676254428565,0.15218138072346274,0.15774134702495898,0.10373849776691844,0.012254198460884177,0.2033386844967028,0.0011472586732768134,0.001530960361878086,0.0006282648287341508,0.04021981780943359,0.025947838412776973,0.0327441069619877,0.02530242640362806,0.03733257039878198,0.08883825868461763,0.08050569544019702,0.0274223010430433,0.01917637270255693,0.0,0.0,0.14836875,0.36187499999999995,3.0918624999999995,1.9568749999999997,0.2044109375,0.5309375000000001,1.7039953125,1.4259375,9.3873046875,3.3828125,0.9613804440000001,5.0,3.0,10.787812500000003,2.9156250000000004,11.0,2368.054187,0.025140636,300.0,0.42443608939499994
75_300_0,0.0,0.0,0.0,0.0,0.3398482330740933,0.0,0.32622220644889666,1.10666686794967,0.352012329992192,812.2083333333333,24.125,3285.9089933119667,68.10697768187501,3953.596239535,52.06935,0.0,3224977.5,1360.75,0.0,0.0,7717.0975,90.825,35892.666666666664,197.9375,0.0,0.0,10085737.333333332,1908.25,987.9309124999999,37.813125,19276.6563375,139.09125,2247.421014583333,43.574374999999996,1.2315270833333334,0.930625,"dict_items([('Ru', 1), ('Sr', 3.0), ('K', 12)])",0.0,5817.1446,75.42,27.73685943522141,4.783313100000001,3323.29335,56.37,89.55748958333335,5.55625,0.0,0.0,-6.839102349068803,-1.7133469328750002,0.27754666666666666,0.64,770.35903125,28.726875000000003,89.55748958333335,5.55625,0.0,0.0,0.0,0.625,0.9375,0.020833333333333332,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.70658984,814959.6670999998,612.21,161.91666666666666,7.25,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,5.958333333333333,1.625,0.1875,0.1875,1.0208333333333335,0.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,5.958333333333333,1.625,19.833333333333336,4.25,987.9309124999999,37.813125,0.0,0.0,0.0,0.01,0.0,531.5750618131251,26.83814375,12077.270100000002,108.045,8708.782500000001,91.57500000000002,0.03,1725.2986415,44.17575,0.0,0.01877807402325608,0.009531361210835507,0.061019952056151724,0.08864106790264431,0.10986199471961873,0.1246328692860536,0.12393449742885156,0.10264651928129773,0.01229822822927034,0.2833460534495653,0.02548342923741513,0.002783705399459165,0.005467123527328003,0.02417339390416002,0.03227021711932722,0.040281695786649516,0.0224647882091056,0.031145954351450476,0.1670234214446231,0.11957189562978215,0.056440227111410876,0.034204496619365886,0.0,0.0,0.20550868749999998,0.4243125,3.6708749999999997,2.0393749999999997,0.2359328125,0.5465625000000001,2.042665104166667,1.4928124999999999,11.191147395833331,3.5321875,0.9273897059999999,4.0,3.0,8.29125,2.475,7.0,2159.5979899999998,0.074278241,300.0,0.4633520099249996
60_300_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1372.5,30.5,2304.7677449670455,61.90927400875,7340.5568335975,69.107475,0.0,6765728.854166666,1964.6875,0.0,0.0,7153.75,88.5,33918.083333333336,194.1875,0.0,0.0,34591887.333333336,3910.75,829.7406000000001,36.06,17990.8608,116.16,2127.299375,42.631249999999994,1.4346,0.9962500000000001,"dict_items([('Ru', 1), ('Hf', 3.0), ('K', 12)])",0.0,5124.5067,61.995,30.84759477503578,4.995229350000001,2447.0299499999996,51.931875,210.35013020833333,9.263125,0.0,0.0,-22.029852844103605,-3.2642505081874997,0.23145429166666664,0.609625,754.9492812500001,28.528125000000003,210.35013020833333,9.263125,0.03,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.815484798,1607992.8171,885.21,491.8333333333333,14.1875,0.0,0.0,0.0,0.0,10.833333333333332,2.5,41.625,4.625,6.1875,1.6875,2.4375,0.8125,0.0,0.0,12.25,2.625,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,8.666666666666666,2.0,22.1875,4.4375,829.7406000000001,36.06,0.0,0.0,0.0,0.01,0.0,582.818225,27.5825,10365.2652,88.17,7410.270000000001,74.55000000000001,0.0,1317.3613789999997,40.502625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2048125,0.42374999999999996,3.4897875000000003,2.0056249999999998,0.2203703125,0.5353125,1.953065104166667,1.4703125,10.665334895833334,3.4759375,1.017094017,3.0,3.0,10.125,2.7,1.0,2320.496084,0.005644400999999999,300.0,0.7136178573599996
34_300_0,0.0,0.0,0.0,0.0,0.16497843795997014,0.2815095372735357,0.3279849926488936,1.8363400563969636,0.2846360054386494,531.25,21.25,2308.5040588532706,61.484669448750005,2466.8582724933335,44.9956,0.0,3402750.166666666,1497.25,0.0,0.0,13893.5,111.0,30727.083333333336,188.125,0.0,0.0,11998634.0,2405.5,741.2898130106495,34.968333333749996,31437.800099999997,149.405,2443.2287499999998,48.9625,1.5209125000000001,1.05375,"dict_items([('Ru', 2), ('Mg', 2.0), ('K', 12)])",0.0,8918.432118749999,79.65375,33.09268873897104,5.13133935,5049.165582828125,59.3406875,125.73572500000003,7.635000000000001,0.0,0.0,-8.54158219133141,-2.16526801975,0.4879355833333333,0.725375,741.2123267083333,28.316125000000003,125.73572500000003,7.635000000000001,0.0,0.0,0.0,0.5833333333333334,0.875,0.041666666666666664,0.125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.404469788,894002.9560583333,693.6475,751.4166666666667,17.75,0.02,0.0,0.0,0.0,2.0833333333333335,1.25,7.333333333333333,2.0,0.375,0.375,2.041666666666667,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.875,1.5,1.125,0.0,0.0,7.333333333333333,2.0,16.0,4.0,741.2898130106495,34.968333333749996,0.0,0.0,0.0,0.02,0.0,585.5613052113708,27.69690875,19920.598775000002,116.2975,14006.816599999998,97.89500000000001,0.0,2467.174484962083,47.9312125,0.0,0.01584580484267338,0.0011354077007120335,0.052740529805573234,0.09292308588332356,0.1170205870690728,0.13003104072918792,0.13882507064882324,0.07864083496861071,0.00020306330827504424,0.4499273428131901,0.00636471575405406,0.009153926396847246,0.0106747868949843,0.15348697720534293,0.045039669296912624,0.06546153263823433,0.04530170978256545,0.05477780978837327,0.21194978251968696,0.13711210887745373,0.12203893454053598,0.08586156305165478,0.0,0.0,0.1368375,0.33375,3.0592749999999995,1.9362499999999998,0.202365625,0.525625,1.685696875,1.410625,9.287578125,3.346875,1.053984576,6.0,3.0,10.336875000000003,2.79375,11.0,2304.825,0.013313795,300.0,0.6451073798700002
31_300_0,0.0,0.0,0.4864460046301353,0.0,0.20995421146148985,0.0,0.27324657782657624,1.8676288320522476,0.3214607839633814,826.625,24.3125,2608.7107247891036,63.923868075625,3994.3237180035935,52.310446875000004,0.0,5228505.270833334,1728.8125,0.0,0.0,6896.846249999999,87.4125,35394.333333333336,197.0,0.0,0.0,13294885.083333332,2253.625,938.5546625,37.27875,19920.92415,140.3475,2879.6327083333335,48.18125,1.3868333333333334,0.98125,"dict_items([('Ru', 1), ('Y', 3.0), ('K', 12)])",0.0,6101.606475,76.4325,29.154967233529224,4.881272475,3465.6492336562496,57.0444375,109.83970208333335,6.29875,0.0,0.0,-14.578011850416216,-2.6099318406875,0.2751935,0.6385,766.5662812500001,28.678125,109.83970208333335,6.29875,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.8505184020000001,1189817.7827249998,752.6475,189.33333333333334,8.0,0.0,0.0,0.0,0.0,12.541666666666668,2.6875,7.25,1.8125,7.5,1.875,1.6666666666666665,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.8125,1.5833333333333335,1.1875,0.0,0.0,7.25,1.8125,19.833333333333336,4.25,938.5546625,37.27875,0.0,0.0,0.0,0.01,0.0,546.7786893333334,27.062,12836.4576,109.92,8849.1975,91.98750000000001,0.0,1263.3581414999999,39.981375,0.0,0.035089973647580056,0.024237366725560854,0.06706209022020422,0.11284750863197833,0.1249424718819419,0.14945478714050514,0.15331980539709197,0.09517336760489452,0.006651435731906519,1.2916189740284398,0.00692676765994138,0.0033435081423454373,0.006336818705759397,0.018142702242336092,0.020478791148338588,0.04004430896846177,0.02709169524256629,0.028258367769063562,0.3999667352553901,0.1060147110448098,0.0791302178677431,0.05317420029109501,0.03,0.0,0.19337499999999996,0.41437499999999994,3.4997416666666665,2.0075,0.21782031250000003,0.5334375,1.9678734375,1.4740625,10.717409895833333,3.4815625,1.048180924,5.0,3.0,9.493750000000002,2.625,10.0,2008.575,0.028151119,300.0,0.5323191497750002
87_300_0,0.0,0.0,0.0,0.0,0.33485824562590594,0.317397874097864,0.3109424155410352,1.7136829145361645,0.3709641452273829,870.625,24.875,2120.7253019707878,60.640305790000006,4221.43090891,53.6331,0.0,6812630.854166666,1971.4375,0.0,0.0,13115.78125,110.0625,31898.583333333332,190.25,0.0,0.0,26190581.083333332,3342.625,774.9262249999999,35.4225,21354.005400000002,143.08499999999998,4144.843333333332,56.1125,1.998616666666667,1.1575,"dict_items([('Ru', 1), ('Mo', 3.0), ('K', 12)])",0.0,4951.929328125,72.21187499999999,31.606810558750787,5.04535935,2917.8930375,54.38249999999999,292.4669843749999,11.190625,0.0,0.0,-24.178420973850944,-3.43146458975,0.26153020833333335,0.6296875,730.9566,28.215000000000003,292.4669843749999,11.190625,0.0,0.0,0.0,0.25,0.75,0.16666666666666666,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.16582702300000002,1865408.6608499999,958.335,549.5416666666667,15.125,0.0,0.0,0.03,0.0,7.791666666666667,2.125,11.875,2.375,3.0,1.125,5.5,1.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.875,2.375,19.833333333333336,4.25,774.9262249999999,35.4225,0.0,0.0,0.0,0.01,0.0,598.1633333333333,27.8,13587.951984,111.732,7356.187098915001,87.45517500000001,0.0,1393.3437915000002,41.22075,0.0,0.018152071893719732,0.020000197232242032,0.046718065132615005,0.08222373738782769,0.11402808671770626,0.12410493556963573,0.12742497704220992,0.08298769523473915,0.011691403003108676,0.4097843532188394,0.0017020134637661425,0.00589069709181575,0.0061186263742652675,0.048797956945154784,0.02311371749226484,0.032280743029214326,0.0245190760187107,0.024537459888230397,0.208438753126068,0.09719424975753096,0.0645877064592095,0.044749268440143916,0.0,0.0,0.17357499999999998,0.39749999999999996,3.381116666666666,1.9849999999999999,0.21275781250000003,0.5296875,1.8943317708333336,1.4553125,10.338139062500002,3.4403125,1.02,2.0,3.0,11.877187500000002,2.896875,6.0,2536.212871,0.003255444,300.0,0.1966356066799998
