,Mg Loading,K Loading,Ca Loading,Sc Loading,Cr Loading,Mn Loading,Fe Loading,Co Loading,Ni Loading,Cu Loading,Zn Loading,Sr Loading,Y Loading,Mo Loading,Ru Loading,Rh Loading,Pd Loading,In Loading,Hf Loading,W Loading,Re Loading,Os Loading,Ir Loading,Pt Loading,Bi Loading,reactor_number,temperature,space_velocity,ammonia_concentration,standard error,n_averaged,n_elements,Atomic Number_wt-mean,Atomic Number_wt-mad,Atomic Volume_wt-mean,Atomic Volume_wt-mad,Atomic Weight_wt-mean,Atomic Weight_wt-mad,Boiling Temperature_wt-mean,Boiling Temperature_wt-mad,Periodic Table Column_wt-mean,Periodic Table Column_wt-mad,Covalent Radius_wt-mean,Covalent Radius_wt-mad,Density_wt-mean,Density_wt-mad,Dipole Polarizability_wt-mean,Dipole Polarizability_wt-mad,Electron Affinity_wt-mean,Electron Affinity_wt-mad,Electronegativity_wt-mean,Electronegativity_wt-mad,Fusion Enthalpy_wt-mean,Fusion Enthalpy_wt-mad,GS Bandgap_wt-mean,GS Bandgap_wt-mad,GS Energy_wt-mean,GS Energy_wt-mad,Heat Capacity (Mass)_wt-mean,Heat Capacity (Mass)_wt-mad,Heat Capacity (Molar)_wt-mean,Heat Capacity (Molar)_wt-mad,Heat Fusion_wt-mean,Heat Fusion_wt-mad,First Ionization Energy_wt-mean,First Ionization Energy_wt-mad,Second Ionization Energy_wt-mean,Second Ionization Energy_wt-mad,Third Ionization Energy_wt-mean,Third Ionization Energy_wt-mad,Fourth Ionization Energy_wt-mean,Fourth Ionization Energy_wt-mad,Fifth Ionization Energy_wt-mean,Fifth Ionization Energy_wt-mad,Sixth Ionization Energy_wt-mean,Sixth Ionization Energy_wt-mad,Seventh Ionization Energy_wt-mean,Seventh Ionization Energy_wt-mad,Eighth Ionization Energy_wt-mean,Eighth Ionization Energy_wt-mad,IsAlkali_wt-mean,IsAlkali_wt-mad,IsDBlock_wt-mean,IsDBlock_wt-mad,IsFBlock_wt-mean,IsFBlock_wt-mad,IsMetal_wt-mean,IsMetal_wt-mad,IsMetalloid_wt-mean,IsMetalloid_wt-mad,IsNonmetal_wt-mean,IsNonmetal_wt-mad,Melting Temperature_wt-mean,Melting Temperature_wt-mad,Mendeleev Number_wt-mean,Mendeleev Number_wt-mad,Number d-shell Unfilled Electrons_wt-mean,Number d-shell Unfilled Electrons_wt-mad,Number d-shell Valance Electrons_wt-mean,Number d-shell Valance Electrons_wt-mad,Number f-shell Unfilled Electrons_wt-mean,Number f-shell Unfilled Electrons_wt-mad,Number f-shell Valance Electrons_wt-mean,Number f-shell Valance Electrons_wt-mad,Number p-shell Unfilled Electrons_wt-mean,Number p-shell Unfilled Electrons_wt-mad,Number p-shell Valance Electrons_wt-mean,Number p-shell Valance Electrons_wt-mad,Number s-shell Unfilled Electrons_wt-mean,Number s-shell Unfilled Electrons_wt-mad,Number s-shell Valance Electrons_wt-mean,Number s-shell Valance Electrons_wt-mad,Number Unfilled Electrons_wt-mean,Number Unfilled Electrons_wt-mad,Number Valence Electrons_wt-mean,Number Valence Electrons_wt-mad,Polarizability_wt-mean,Polarizability_wt-mad,Periodic Table Row_wt-mean,Periodic Table Row_wt-mad,Zunger Pseudopotential (d)_wt-mean,Zunger Pseudopotential (d)_wt-mad,Zunger Pseudopotential (p)_wt-mean,Zunger Pseudopotential (p)_wt-mad,Zunger Pseudopotential (pi)_wt-mean,Zunger Pseudopotential (pi)_wt-mad,Zunger Pseudopotential (s)_wt-mean,Zunger Pseudopotential (s)_wt-mad,Zunger Pseudopotential (sigma)_wt-mean,Zunger Pseudopotential (sigma)_wt-mad,phi_wt-mean,phi_wt-mad,Conductivity_wt-mean,Conductivity_wt-mad,Measured Conversion,Element Dictionary,predictions
37_300_0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,2048.075,0.969141755,0.031951098,6.0,3.0,24.0625,705.8333333333333,60.193168991250005,2039.112692508264,51.707977812500005,3362.8515194459897,1749.1875,4541473.8125,2.6875,14.333333333333332,188.3125,30632.166666666664,3428.25,23650354.0,34.81,722.0754333333333,55.293749999999996,2759.158125,1.1243750000000001,1.712797916666667,9.793750000000001,175.74884375,0.0,0.0,-3.1109339072499997,-20.026884381387777,0.6423125,0.31558954166666664,28.356250000000003,755.977625,9.793750000000001,175.74884375,5.100217475,32.53119875132939,27.8425,594.2517583333333,41.796875,1503.9072916666664,48.8825,2740.1085375000002,66.52,5157.2956,80.525,7851.187500000001,95.6201875,11319.661226531249,128.31625,22415.5657125,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,836.1475,1243777.767725,16.0,592.0,0.875,2.333333333333333,1.625,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,1.8125,6.041666666666667,2.6875,14.333333333333332,34.81,722.0754333333333,4.1875,18.145833333333332,0.37625,0.1316875,1.9631249999999998,3.1671749999999994,0.5315625,0.20642343750000003,1.4315625,1.7536640625,3.3946875,9.635254687500002,2.9781250000000004,12.011770833333337,99.300625,7524.008356249999,0.366017921,"dict_items([('Ru', 3), ('Mn', 1.0), ('K', 12)])",0.5355209998800003
77_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,10.0,300.0,2433.2,1.063311688,0.045606548,4.0,3.0,30.125,1466.0833333333333,63.01731519625,2623.604046279261,68.080025,7923.3507415725,1556.5,3783332.666666666,3.625,29.0,189.0,31311.0,3410.75,26155904.833333336,33.6725,597.4623916666666,60.3625,4847.108749999999,1.1425,1.9194000000000004,7.96325,138.11195358333336,0.0,0.0,-2.469195781,-11.74174009838928,0.61275,0.22814725,28.3975,749.5046833333334,7.96325,138.11195358333336,5.086247475,32.190289422766725,27.905375,605.4815249583334,41.10825,1368.0277490000003,51.345,2726.6762249999997,68.995,4783.42335,85.5875,8032.386875000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.125,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,646.3225,751442.5458083334,20.0,966.6666666666667,0.375,0.375,2.125,12.041666666666668,0.0,0.0,1.75,8.166666666666668,0.375,0.375,0.375,0.375,0.875,0.5833333333333334,1.125,1.5,1.625,4.333333333333333,5.375,68.08333333333333,33.6725,597.4623916666666,4.375,21.875,0.38849999999999996,0.16291099999999997,1.9296249999999997,3.0147174583333327,0.5165,0.18628433333333333,1.413125,1.6981052083333334,3.34275,9.239360999999999,2.88125,11.332916666666666,92.48625,7010.1494625,0.049364637999999995,"dict_items([('Ru', 2), ('Bi', 2.0), ('K', 12)])",0.24582204199500018
63_300_0,0.0,0.12,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,300.0,1868.821464,0.968836125,0.015261236000000001,3.0,3.0,20.9375,586.25,62.423136458125,2380.923503667336,44.0698335,2719.464399886234,1632.25,4656265.166666666,1.8125,7.25,193.25,33432.25,1974.8125,10671228.479166668,36.36,856.0355999999999,46.025,2574.3316666666665,1.0075,1.4709500000000002,6.806875,124.84943229166669,0.0,0.0,-2.5763530872500002,-14.23665782218027,0.689125,0.35903412500000004,28.488750000000003,751.9130750000002,6.806875,124.84943229166669,4.945808100000001,30.10785953954391,27.169956875,554.1744706970562,40.775748750000005,1346.043620734725,59.4617625,3995.8126014712507,79.179375,6900.878428125,95.30250000000001,10010.574600000002,114.045,14572.6701,145.80374999999998,22816.8288375,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,755.46,1198041.2045999998,7.8125,182.29166666666666,1.875,7.5,0.625,1.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.5416666666666666,1.1875,1.5833333333333335,2.6875,12.541666666666668,1.8125,7.25,36.36,856.0355999999999,4.0625,17.604166666666664,0.36374999999999996,0.13701249999999998,1.9906249999999999,3.410604166666667,0.5353125,0.2203703125,1.4553125,1.8943317708333336,3.4459375000000003,10.3895015625,2.634375,9.571562499999999,87.15,6835.465,0.525061903,"dict_items([('Ru', 1), ('Sc', 3.0), ('K', 12)])",0.4401262437799994
66_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,2381.909548,0.941666667,0.043421964,4.0,3.0,25.4375,915.75,60.307423750000005,2073.3943345055072,54.935381250000006,4451.1172916287505,1794.4375,5636328.1875,2.9375,17.625,188.0,30769.333333333332,3749.5,32090720.666666664,34.635,709.2093499999999,63.2,5464.693333333333,1.18,2.0846666666666667,9.14875,205.89261875,0.0,0.0,-2.757877917875,-16.12974207594322,0.6281875,0.25923204166666663,28.387500000000003,744.1310000000001,9.14875,205.89261875,5.114072475,32.66198411392923,28.16,623.9317333333333,41.957625,1473.216129,45.6825,2782.5210749999997,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,834.7725,1441521.326475,16.8125,661.2916666666667,0.5625,0.9375,1.9375,9.6875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.5625,4.166666666666666,2.9375,17.625,34.635,709.2093499999999,4.25,19.833333333333336,0.38437499999999997,0.158875,1.9681249999999997,3.2933291666666658,0.5334375,0.21782031250000003,1.4346875,1.8148796875,3.4028125,9.998597395833333,3.0375,13.213125000000003,112.3125,13833.15625,0.58634798,"dict_items([('Ru', 1), ('Rh', 3.0), ('K', 12)])",0.3791656386300001
85_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,300.0,2271.25,0.98,0.008592479,2.0,3.0,25.125,879.375,60.398680005,2112.2751150994914,54.27185,4271.706559451666,1910.3125,6601403.229166666,2.625,13.125,189.25,31730.916666666664,3603.875,28237561.916666664,35.0225,766.1755583333332,59.787499999999994,4416.303333333333,1.1625,2.00725,11.329375,296.09321562499997,0.0,0.0,-3.2250303147499997,-22.72386573254352,0.6280625,0.26085529166666666,28.215000000000003,730.9566,11.329375,296.09321562499997,5.0788681,31.81672716524791,27.875,599.7770833333334,41.38825,1399.0056265,48.582499999999996,2606.6940375,65.40062499999999,4484.847859375001,78.85172500000002,6632.518226305001,96.024,11677.670688,125.13499999999999,18675.1474,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,922.21,1795090.9870999998,15.875,576.7916666666667,0.875,2.333333333333333,1.625,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.875,6.875,2.625,13.125,35.0225,766.1755583333332,4.25,19.833333333333336,0.39249999999999996,0.17139166666666666,1.9799999999999998,3.3725999999999994,0.5340625,0.2145151041666667,1.4459375,1.8821286458333337,3.4259375,10.294942187500002,2.990625,12.261562500000002,107.4375,12802.96875,0.207592836,"dict_items([('Ru', 3), ('Mo', 1.0), ('K', 12)])",0.29720932733500005
40_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,300.0,2115.225,1.010270775,0.049665642,5.0,3.0,24.25,735.5833333333333,60.113705239375,2010.944177061147,51.942687500000005,3443.137046272917,1802.4375,5191620.8125,2.875,18.208333333333332,187.375,29542.791666666664,3518.125,25956726.25,34.6475,688.6768083333333,62.293749999999996,5434.091458333332,1.146875,1.8846979166666669,10.079375,196.2286322916667,0.0,0.0,-2.89379386475,-15.277782637955816,0.6401249999999999,0.307046625,28.340625000000003,753.19934375,10.079375,196.2286322916667,5.113078725,32.963955990078595,28.0005525,621.2280979197001,41.892,1528.583224,49.113749999999996,2843.93169375,66.74875,5297.1808,81.30000000000001,8430.810000000001,96.4825,12087.3276,126.285,20008.5954,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,849.21,1322369.9970999998,16.5625,662.5,0.6875,1.1458333333333333,1.8125,9.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9375,0.625,1.0625,1.4166666666666665,1.625,3.7916666666666665,2.875,18.208333333333332,34.6475,688.6768083333333,4.1875,18.145833333333332,0.37406249999999996,0.1265578125,1.9625,3.1596249999999997,0.5328125,0.21046093750000003,1.4296875,1.7370703125000002,3.3921875,9.5829296875,3.0250000000000004,12.957083333333337,104.49375,10811.619999999999,0.555772206,"dict_items([('Ru', 3), ('Ni', 1.0), ('K', 12)])",0.4406788629800003
83_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,2184.35,1.0795660040000001,0.040632661,4.0,3.0,25.5,926.5,60.419181095000006,2096.830064891124,55.259975000000004,4542.1544310975005,1731.375,5015793.375,3.0,19.0,187.875,30561.0,3691.125,31065738.375,34.2225,657.4142249999999,55.675,3774.765,1.165,2.0271000000000003,8.6675,166.60379583333335,0.0,0.0,-2.6147058022500005,-13.44825805988468,0.628,0.259364,28.455000000000002,755.3854000000001,8.6675,166.60379583333335,5.2176724750000005,34.85068377757256,28.24625,638.5535583333333,42.0295,1501.9381923333335,45.6825,2782.5210749999997,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,806.77875,1283203.115975,17.0,685.6666666666667,0.375,0.375,2.125,12.041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,0.875,0.5833333333333334,1.25,2.0833333333333335,3.0,19.0,34.2225,657.4142249999999,4.25,19.833333333333336,0.38375,0.15605833333333335,1.9662499999999998,3.263975,0.5331250000000001,0.215915625,1.433125,1.7985718750000002,3.399375,9.909178124999999,3.04375,13.291041666666668,100.475,9756.122500000001,0.297161443,"dict_items([('Ru', 2), ('Pd', 2.0), ('K', 12)])",0.3439997855250003
56_300_0,0.0,0.12,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,300.0,1934.7254899999998,1.072858287,0.022414884,3.0,3.0,22.25,615.5833333333334,63.949031223750005,2821.2804740895986,46.967225,2821.8895091725,1546.5,3717786.0,2.0,7.333333333333333,192.5,33687.5,2382.0,11732144.0,36.83916666625,964.7359101333412,49.25875,2496.9260375,1.0150000000000001,1.3601,7.6425,126.0120875,0.0,0.0,-2.216025176625,-9.041754161906006,0.678375,0.37129724999999997,28.448625000000003,754.7325383750001,7.6425,126.0120875,4.939704975,29.332500477089468,27.301465,548.4110798065999,44.2773875,1847.6820971587501,54.091249999999995,3466.7082124999997,72.5575,6064.35585,88.14750000000001,9175.273275000001,104.07000000000001,12736.0866,134.565,20327.3889,0.875,0.5833333333333334,0.125,0.041666666666666664,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,717.6475,970864.6360583333,10.125,222.75,0.375,0.375,0.875,2.041666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,1.125,1.5,1.25,2.0833333333333335,2.0,7.333333333333333,36.83916666625,964.7359101333412,4.125,17.875,0.37625,0.14548333333333335,2.005,3.535483333333332,0.541875,0.23210312500000005,1.463125,1.953271875,3.468125,10.745407291666666,2.68125,9.11625,116.625,16346.9375,0.6971633009999999,"dict_items([('Ru', 2), ('Ca', 2.0), ('K', 12)])",0.6675035935499993
17_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,300.0,2354.2,1.015100671,0.024467187999999997,6.0,3.0,22.4375,688.0833333333334,59.952004772500004,2023.2938505686848,47.555475,3229.2434335975,1650.4375,4761512.1875,3.3125,22.083333333333332,186.125,29842.041666666668,3087.625,22792847.75,34.175625,671.8927874999999,64.83125,5793.7527083333325,1.10875,1.81835,6.713125,122.011046875,0.0,0.0,-2.087942161625,-9.72481897113079,0.6548125,0.30121375,28.286250000000003,736.3853750000001,6.713125,122.011046875,5.164224975000001,33.44273477091798,28.574825,654.1958535266667,43.0415625,1594.2164334375002,56.44125,3338.21773125,76.9575,6251.2577249999995,93.86250000000001,9498.885,114.2325,14653.7451,147.285,23630.4054,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,669.9168749999999,960504.4848125,17.75,727.75,0.1875,0.1875,2.3125,13.104166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.1875,2.375,3.3125,22.083333333333332,34.175625,671.8927874999999,4.0625,17.604166666666664,0.34031249999999996,0.11400468749999998,1.9212499999999997,3.0547874999999993,0.5296875,0.21275781250000003,1.3915625,1.6536401041666666,3.3128125,9.204097395833331,2.859375,11.532812500000002,159.375,32964.0625,0.11075924699999999,"dict_items([('Ru', 1), ('Cu', 3.0), ('K', 12)])",0.19948497431000006
76_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,9.0,300.0,2362.139303,1.0316139770000001,0.023283046,4.0,3.0,27.6875,1347.4583333333333,61.64759115437501,2566.5782347644745,61.335625,7138.4179108125,1718.125,4176189.166666666,3.1875,25.5,188.875,31290.291666666664,3572.625,27397270.25,34.2475,607.6648083333332,60.99374999999999,4897.798124999999,1.15375,1.9383000000000004,9.681000000000001,167.90403700000002,0.0,0.0,-2.7955044791250003,-13.293432335477029,0.62,0.23084666666666667,28.306250000000002,747.0962916666667,9.681000000000001,167.90403700000002,5.090934975,32.21995608417298,27.9089375,605.5588228958334,41.290125,1374.0803065000002,48.513749999999995,2576.3226937499994,65.495,4540.768349999999,80.06875000000001,7514.452187500001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.1875,0.0625,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,775.2349999999999,901321.8045166668,18.125,876.0416666666667,0.5625,0.5625,1.9375,10.979166666666668,0.0,0.0,0.875,4.083333333333334,0.1875,0.1875,0.1875,0.1875,0.9375,0.625,1.0625,1.4166666666666665,1.6875,4.5,4.0625,51.45833333333333,34.2475,607.6648083333332,4.3125,21.5625,0.38925,0.16322549999999997,1.9535624999999999,3.0521158124999994,0.526375,0.18984591666666664,1.4271875,1.7150036458333333,3.38075,9.344393,2.959375,11.640208333333334,99.30562499999999,7527.0353562499995,0.251493649,"dict_items([('Ru', 3), ('Bi', 1.0), ('K', 12)])",0.26700178296000016
38_300_1,0.0,0.12,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,2055.173267,1.142721218,0.011298785,3.0,3.0,22.875,671.0,60.108470870000005,2036.2434464298994,48.824730625,3175.338245951105,1618.625,4202490.041666667,2.625,14.0,187.875,30561.0,3122.0,21537637.333333336,34.7975,721.8161416666666,48.9625,2443.2287499999998,1.08375,1.6509125,8.18875,146.94711875000002,0.0,0.0,-3.1000546372500004,-19.95684821574114,0.6573749999999999,0.32299025,28.497500000000002,759.74335,8.18875,146.94711875000002,5.104812475,32.56050747375056,27.7725,592.757725,42.12175,1515.596727333333,52.082499999999996,2919.4845375,71.045,5508.11885,86.50000000000001,8433.75,103.070375,12201.625598062497,140.4725,24539.141024999997,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,768.1475,1142627.087725,15.75,582.75,1.0,2.6666666666666665,1.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.5833333333333334,1.125,1.5,1.875,6.25,2.625,14.0,34.7975,721.8161416666666,4.125,17.875,0.3625,0.12687500000000002,1.9487499999999998,3.143983333333333,0.526875,0.20460312500000002,1.421875,1.741796875,3.370625,9.566957291666668,2.91875,11.772291666666668,92.47625,7006.925462499999,0.46879234700000005,"dict_items([('Ru', 2), ('Mn', 2.0), ('K', 12)])",0.3986977277399999
60_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,2320.496084,1.017094017,0.005644400999999999,3.0,3.0,30.5,1372.5,61.90927400875,2304.7677449670455,69.107475,7340.5568335975,1964.6875,6765728.854166666,2.0,8.666666666666666,194.1875,33918.083333333336,3910.75,34591887.333333336,36.06,829.7406000000001,42.631249999999994,2127.299375,0.9962500000000001,1.4346,9.263125,210.35013020833333,0.0,0.0,-3.2642505081874997,-22.029852844103605,0.609625,0.23145429166666664,28.528125000000003,754.9492812500001,9.263125,210.35013020833333,4.995229350000001,30.84759477503578,27.5825,582.818225,40.502625,1317.3613789999997,51.931875,2447.0299499999996,61.995,5124.5067,74.55000000000001,7410.270000000001,88.17,10365.2652,116.16,17990.8608,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,885.21,1607992.8171,14.1875,491.8333333333333,1.6875,6.1875,0.8125,2.4375,0.0,0.0,2.625,12.25,0.0,0.0,0.0,0.0,0.8125,0.5416666666666666,1.1875,1.5833333333333335,2.5,10.833333333333332,4.625,41.625,36.06,829.7406000000001,4.4375,22.1875,0.42374999999999996,0.2048125,2.0056249999999998,3.4897875000000003,0.5353125,0.2203703125,1.4703125,1.953065104166667,3.4759375,10.665334895833334,2.7,10.125,88.5,7153.75,0.815484798,"dict_items([('Ru', 1), ('Hf', 3.0), ('K', 12)])",0.7759905277599997
39_300_0,0.0,0.12,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,2083.431373,1.068773234,0.018088359,3.0,3.0,21.6875,636.1666666666666,60.023772748750005,2033.374200351535,45.941483437500004,2987.82497245622,1488.0625,3863506.270833334,2.5625,13.666666666666666,187.4375,30489.833333333332,2815.75,19424920.666666668,34.785,721.5568499999999,42.631249999999994,2127.299375,1.043125,1.5890270833333333,6.58375,118.14539375,0.0,0.0,-3.08917536725,-19.886812050094502,0.6724375,0.3303909583333333,28.63875,763.5090749999999,6.58375,118.14539375,5.109407475,32.589816196171725,27.7025,591.2636916666667,42.446625,1527.2861629999998,55.2825,3098.8605375,75.57,5858.9421,92.47500000000001,9016.3125,110.5205625,13083.589969593748,152.62875,26662.7163375,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,700.1475,1041476.407725,15.5,573.5,1.125,3.0,1.375,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.5416666666666666,1.1875,1.5833333333333335,1.9375,6.458333333333334,2.5625,13.666666666666666,34.785,721.5568499999999,4.0625,17.604166666666664,0.34875,0.1220625,1.9343749999999997,3.1207916666666664,0.5221875,0.20278281250000002,1.4121875,1.7299296874999999,3.3465625,9.498659895833335,2.859375,11.532812500000002,85.651875,6489.842568749999,0.274478783,"dict_items([('Ru', 1), ('Mn', 3.0), ('K', 12)])",0.31809085290999994
16_300_0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,300.0,2176.45,1.0499092559999998,0.036547505,6.0,3.0,23.375,716.8333333333334,60.06062555250001,2026.9596455166925,49.900725,3388.4970876224997,1726.875,4982034.375,3.125,20.833333333333336,187.0,29982.333333333336,3303.25,24384591.5,34.39125,676.131975,63.762499999999996,5698.242083333333,1.1275,1.8491,8.275,150.39812500000002,0.0,0.0,-2.4325658335,-11.329941413575472,0.645625,0.29698749999999996,28.262500000000003,735.7670833333334,8.275,150.39812500000002,5.141357475,33.29464832211373,28.35405,649.14140124,42.518375000000006,1574.8380916250003,52.855,3126.1089749999996,71.97,5846.123099999999,87.42500000000001,8847.410000000002,105.545,13539.3126,136.91,21965.8404,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,747.99375,1072448.505625,17.25,707.25,0.375,0.375,2.125,12.041666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.375,2.75,3.125,20.833333333333336,34.39125,676.131975,4.125,17.875,0.35687499999999994,0.11955312499999998,1.94,3.084599999999999,0.531875,0.21363645833333336,1.408125,1.673321875,3.348125,9.302207291666665,2.91875,11.772291666666668,141.625,29292.770833333336,0.21236674100000003,"dict_items([('Ru', 2), ('Cu', 2.0), ('K', 12)])",0.3178790073600004
43_300_0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,300.0,1828.512563,0.992184108,0.025160832999999997,5.0,3.0,24.0,696.0,60.18568355375,2036.4563618000402,51.52410625,3300.3663210225004,1787.3125,5003879.229166666,2.625,13.125,188.3125,30632.166666666664,3407.625,23133230.25,34.9475,750.5558083333332,59.3125,4230.958333333333,1.13125,1.7647500000000003,10.299375000000001,212.59626562500003,0.0,0.0,-3.141255862875,-20.730079159684017,0.6404375,0.30826391666666664,28.170625,723.13994375,10.299375000000001,212.59626562500003,5.0584981,31.139563433156916,27.89535625,603.2435878227083,41.627625,1460.2415815000002,48.754999999999995,2683.231425,66.33624999999999,5045.535174999999,80.21468125000001,7621.794464937813,98.18125,13634.4301875,127.70375,21682.819712499997,0.75,0.25,0.25,0.16666666666666666,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,877.46,1498564.2112666667,15.8125,569.25,0.875,2.333333333333333,1.625,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.875,6.875,2.625,13.125,34.9475,750.5558083333332,4.1875,18.145833333333332,0.37749999999999995,0.13464166666666666,1.9718749999999998,3.2733125,0.5353125000000001,0.21858593750000002,1.4365625,1.7980973958333335,3.4084375,9.924233854166665,2.990625,12.261562500000002,104.84375,11043.541666666666,0.553851534,"dict_items([('Ru', 3), ('Cr', 1.0), ('K', 12)])",0.40814947579500005
